Year,Province,District,Total_Deaths_Cum,Injured_Total_Cum,Total_Houses_Damaged,Cropped_Area_Acres,Roads_Damaged_km,Flooded_Area_sqkm,Persons_Affected,Est_Damages_USD_Mn,Rainfall_Actual_mm,Rainfall_Anomaly_pct
2020,Balochistan,Mastung,2,7,314,4890,8,26,17465,6.3,199,51.9
2020,Balochistan,Kalat,1,3,145,2261,4,12,8075,2.9,252,147.1
2020,Balochistan,Sibi,2,7,231,3590,6,19,12821,4.7,133,20.9
2020,Balochistan,Nasirabad,2,7,190,2961,5,16,10575,3.8,224,98.2
2020,Balochistan,Jaffarabad,3,10,429,6680,11,36,23856,8.7,149,31.9
2020,Balochistan,Bolan,1,3,123,1920,3,10,6858,2.5,186,77.1
2020,Balochistan,Zhob,4,13,505,7861,13,42,28074,10.2,167,35.8
2020,Balochistan,Loralai,2,7,201,3128,5,17,11170,4.1,171,64.4
2020,Balochistan,Dera Bugti,2,7,203,3163,5,17,11295,4.1,186,52.5
2020,Balochistan,Kohlu,2,7,260,4038,6,22,14421,5.2,123,-3.1
2020,Balochistan,Jhal Magsi,2,7,287,4463,7,24,15938,5.8,207,66.9
2020,AJK,All (Province Level),19,63,2438,37921,61,203,135433,49.2,209,21.5
2020,AJK,Muzaffarabad,1,3,140,2178,4,12,7778,2.8,147,-15.5
2020,AJK,Mirpur,2,7,275,4283,7,23,15296,5.6,278,47.1
2020,AJK,Rawlakot,2,7,194,3014,5,16,10763,3.9,172,2.4
2020,AJK,Kotli,1,3,111,1725,3,9,6161,2.2,127,-16.4
2020,AJK,Bagh,1,3,191,2967,5,16,10595,3.9,228,20.0
2020,AJK,Haveli,3,10,421,6547,11,35,23381,8.5,251,31.4
2020,AJK,Neelum,3,10,414,6444,10,35,23016,8.4,126,-36.0
2020,AJK,Hattian,2,7,218,3389,5,18,12103,4.4,150,-10.2
2020,Gilgit-Baltistan,All (Province Level),15,50,1901,29571,48,158,105612,38.4,318,160.7
2020,Gilgit-Baltistan,Gilgit,1,3,184,2862,5,15,10223,3.7,460,314.4
2020,Gilgit-Baltistan,Skardu,2,7,212,3294,5,18,11763,4.3,407,253.9
2020,Gilgit-Baltistan,Ghanche,3,10,365,5678,9,30,20277,7.4,274,136.2
2020,Gilgit-Baltistan,Ghizer,2,7,268,4164,7,22,14871,5.4,412,200.7
2020,Gilgit-Baltistan,Hunza,2,7,230,3573,6,19,12759,4.6,240,130.8
2020,Gilgit-Baltistan,Nagar,2,7,260,4042,6,22,14436,5.2,449,237.6
2020,Gilgit-Baltistan,Astore,3,10,406,6309,10,34,22531,8.2,408,229.0
2020,Gilgit-Baltistan,Diamer,3,10,355,5516,9,30,19701,7.2,451,333.7
2020,FATA,All (Province Level),9,30,1104,17177,28,92,61345,22.3,173,49.1
2020,FATA,Khyber,1,3,127,1981,3,11,7076,2.6,201,58.3
2020,FATA,Kurram,2,7,217,3380,5,18,12072,4.4,180,69.8
2020,FATA,Orakzai,1,3,82,1269,2,7,4532,1.6,150,27.1
2020,FATA,Mohmand,1,3,98,1530,2,8,5465,2.0,156,43.1
2020,FATA,Bajaur,1,3,72,1127,2,6,4026,1.5,256,109.8
2020,FATA,North Waziristan,2,7,199,3099,5,17,11068,4.0,171,72.7
2020,FATA,South Waziristan,2,7,280,4351,7,23,15538,5.7,258,100.0
2021,Pakistan (National),All,243,802,30600,476000,765,2550,1700000,563.6,212,49.3
2021,Punjab,All (Province Level),83,274,10500,163338,263,875,583351,193.4,192,17.8
2021,Punjab,Lahore,3,10,346,5376,9,29,19201,6.4,213,50.0
2021,Punjab,Multan,4,13,515,8018,13,43,28634,9.5,131,-19.1
2021,Punjab,Faisalabad,6,20,716,11145,18,60,39805,13.2,258,66.5
2021,Punjab,Rawalpindi,4,13,489,7600,12,41,27143,9.0,124,-28.3
2021,Punjab,Gujranwala,5,16,615,9563,15,51,34152,11.3,273,46.8
2021,Punjab,Sargodha,3,10,428,6655,11,36,23767,7.9,267,86.7
2021,Punjab,Sialkot,3,10,321,4999,8,27,17855,5.9,223,52.7
2021,Punjab,Jhang,3,10,352,5470,9,29,19536,6.5,140,0.7
2021,Punjab,Muzaffargarh,3,10,396,6159,10,33,21996,7.3,145,-17.6
2021,Punjab,Rahim Yar Khan,4,13,443,6894,11,37,24620,8.2,284,104.3
2021,Punjab,Bahawalnagar,3,10,375,5832,9,31,20828,6.9,129,-14.0
2021,Punjab,Bahawalpur,4,13,477,7414,12,40,26480,8.8,193,3.8
2021,Punjab,D.G. Khan,4,13,468,7276,12,39,25987,8.6,223,57.0
2021,Punjab,Rajanpur,3,10,396,6153,10,33,21975,7.3,263,41.4
2021,Punjab,Mianwali,3,10,433,6742,11,36,24078,8.0,169,3.7
2021,Punjab,Khushab,5,16,593,9231,15,49,32967,10.9,156,-13.3
2021,Punjab,Chakwal,3,10,435,6762,11,36,24150,8.0,194,11.5
2021,Punjab,Jhelum,3,10,437,6805,11,36,24302,8.1,163,5.2
2021,Punjab,Kasur,4,13,503,7829,13,42,27959,9.3,191,31.7
2021,Punjab,Sheikhupura,4,13,493,7669,12,41,27388,9.1,276,73.6
2021,Punjab,Gujrat,3,10,338,5261,8,28,18788,6.2,187,28.1
2021,Punjab,Hafizabad,2,7,298,4633,7,25,16547,5.5,119,-32.4
2021,Punjab,Narowal,2,7,222,3459,6,19,12354,4.1,165,-2.4
2021,Punjab,Layyah,2,7,275,4276,7,23,15273,5.1,139,-22.8
2021,Punjab,Bhakkar,5,16,661,10277,17,55,36705,12.2,229,44.9
2021,Sindh,All (Province Level),57,188,7195,111924,180,600,399727,132.5,274,74.5
2021,Sindh,Karachi,2,7,277,4307,7,23,15383,5.1,230,33.7
2021,Sindh,Hyderabad,5,16,611,9500,15,51,33928,11.2,352,134.7
2021,Sindh,Sukkur,3,10,415,6452,10,35,23043,7.6,231,28.3
2021,Sindh,Larkana,2,7,267,4153,7,22,14831,4.9,192,38.1
2021,Sindh,Khairpur,2,7,292,4539,7,24,16210,5.4,313,74.9
2021,Sindh,Jacobabad,3,10,329,5120,8,27,18286,6.1,168,20.0
2021,Sindh,Shikarpur,2,7,282,4380,7,23,15643,5.2,311,111.6
2021,Sindh,Kashmore,2,7,242,3766,6,20,13449,4.5,319,100.6
2021,Sindh,Dadu,5,16,627,9747,16,52,34812,11.5,301,99.3
2021,Sindh,Jamshoro,5,16,653,10165,16,54,36303,12.0,332,145.9
2021,Sindh,Thatta,3,10,384,5970,10,32,21321,7.1,300,96.1
2021,Sindh,Badin,4,13,448,6970,11,37,24892,8.3,271,68.3
2021,Sindh,Sanghar,2,7,314,4892,8,26,17470,5.8,363,157.4
2021,Sindh,Mirpur Khas,3,10,402,6255,10,34,22338,7.4,352,156.9
2021,Sindh,Tharparkar,2,7,286,4447,7,24,15882,5.3,317,101.9
2021,Sindh,Umerkot,3,10,375,5832,9,31,20827,6.9,333,141.3
2021,Sindh,Matiari,2,7,276,4288,7,23,15316,5.1,358,129.5
2021,Sindh,Qambar,3,10,330,5127,8,27,18309,6.1,405,191.4
2021,KPK,All (Province Level),53,175,6619,102963,165,552,367725,121.9,282,112.0
2021,KPK,Peshawar,5,16,626,9742,16,52,34793,11.5,192,62.7
2021,KPK,Nowshera,5,16,595,9256,15,50,33057,11.0,367,154.9
2021,KPK,Charsadda,2,7,311,4830,8,26,17251,5.7,305,108.9
2021,KPK,Mardan,2,7,257,4001,6,21,14288,4.7,263,128.7
2021,KPK,Swat,3,10,391,6082,10,33,21720,7.2,405,187.2
2021,KPK,Malakand,4,13,447,6950,11,37,24820,8.2,268,101.5
2021,KPK,Dir Upper,3,10,337,5250,8,28,18749,6.2,363,190.4
2021,KPK,Dir Lower,3,10,433,6733,11,36,24047,8.0,288,134.1
2021,KPK,Chitral,2,7,204,3168,5,17,11314,3.8,409,198.5
2021,KPK,Mansehra,2,7,285,4441,7,24,15861,5.3,413,244.2
2021,KPK,Abbottabad,2,7,278,4325,7,23,15448,5.1,343,181.1
2021,KPK,Haripur,4,13,518,8064,13,43,28801,9.6,415,248.7
2021,KPK,Swabi,3,10,362,5636,9,30,20129,6.7,401,231.4
2021,KPK,Buner,4,13,485,7545,12,40,26946,8.9,196,62.0
2021,KPK,Shangla,3,10,381,5932,10,32,21184,7.0,256,84.2
2021,KPK,Kohistan,3,10,350,5449,9,29,19462,6.5,218,56.8
2021,KPK,Battagram,3,10,315,4906,8,26,17521,5.8,375,160.4
2021,KPK,Tor Ghar,3,10,332,5172,8,28,18472,6.1,182,32.8
2021,Balochistan,All (Province Level),27,89,3431,53377,86,286,190631,63.2,273,135.3
2021,Balochistan,Quetta,3,10,348,5419,9,29,19353,6.4,180,46.3
2021,Balochistan,Khuzdar,2,7,230,3585,6,19,12804,4.2,284,149.1
2021,Balochistan,Turbat,2,7,268,4167,7,22,14883,4.9,332,153.4
2021,Balochistan,Gwadar,2,7,196,3042,5,16,10863,3.6,202,72.6
2021,Balochistan,Lasbela,1,3,168,2618,4,14,9351,3.1,409,305.0
2021,Balochistan,Mastung,3,10,347,5394,9,29,19263,6.4,380,258.5
2021,Balochistan,Kalat,1,3,137,2132,3,11,7614,2.5,356,220.7
2021,Balochistan,Sibi,2,7,229,3569,6,19,12745,4.2,368,220.0
2021,Balochistan,Nasirabad,2,7,232,3616,6,19,12914,4.3,382,223.7
2021,Balochistan,Jaffarabad,1,3,144,2244,4,12,8015,2.7,224,75.0
2021,Balochistan,Bolan,1,3,94,1458,2,8,5207,1.7,289,117.3
2021,Balochistan,Zhob,2,7,195,3033,5,16,10831,3.6,365,234.9
2021,Balochistan,Loralai,1,3,173,2694,4,14,9623,3.2,206,64.8
2021,Balochistan,Dera Bugti,1,3,133,2064,3,11,7371,2.4,197,66.9
2021,Balochistan,Kohlu,1,3,153,2374,4,13,8479,2.8,331,198.2
2021,Balochistan,Jhal Magsi,1,3,151,2351,4,13,8398,2.8,373,251.9
2021,AJK,All (Province Level),14,46,1777,27647,44,148,98739,32.7,158,25.4
2021,AJK,Muzaffarabad,1,3,145,2255,4,12,8053,2.7,105,-27.6
2021,AJK,Mirpur,3,10,353,5484,9,29,19584,6.5,97,-14.9
2021,AJK,Rawlakot,3,10,330,5131,8,27,18324,6.1,123,-12.1
2021,AJK,Kotli,2,7,265,4129,7,22,14748,4.9,156,24.8
2021,AJK,Bagh,1,3,148,2310,4,12,8250,2.7,187,53.3
2021,AJK,Haveli,1,3,119,1853,3,10,6617,2.2,122,7.0
2021,AJK,Neelum,1,3,151,2352,4,13,8401,2.8,189,41.0
2021,AJK,Hattian,2,7,261,4057,7,22,14489,4.8,126,7.7
2021,Gilgit-Baltistan,All (Province Level),10,33,1276,19856,32,106,70916,23.5,276,95.7
2021,Gilgit-Baltistan,Gilgit,1,3,181,2814,5,15,10051,3.3,335,127.9
2021,Gilgit-Baltistan,Skardu,1,3,132,2057,3,11,7346,2.4,390,186.8
2021,Gilgit-Baltistan,Ghanche,1,3,134,2089,3,11,7460,2.5,406,163.6
2021,Gilgit-Baltistan,Ghizer,1,3,97,1512,2,8,5400,1.8,300,120.6
2021,Gilgit-Baltistan,Hunza,2,7,239,3722,6,20,13294,4.4,219,67.2
2021,Gilgit-Baltistan,Nagar,2,7,239,3712,6,20,13256,4.4,324,138.2
2021,Gilgit-Baltistan,Astore,1,3,184,2858,5,15,10206,3.4,303,111.9
2021,Gilgit-Baltistan,Diamer,1,3,169,2629,4,14,9391,3.1,278,91.7
2021,FATA,All (Province Level),7,23,855,13295,21,71,47481,15.7,154,20.3
2021,FATA,Khyber,0,0,55,863,1,5,3082,1.0,114,-14.3
2021,FATA,Kurram,1,3,76,1180,2,6,4216,1.4,126,2.4
2021,FATA,Orakzai,1,3,87,1349,2,7,4817,1.6,101,-21.7
2021,FATA,Mohmand,1,3,152,2358,4,13,8420,2.8,196,58.1
2021,FATA,Bajaur,1,3,98,1520,2,8,5428,1.8,115,-1.7
2021,FATA,North Waziristan,1,3,72,1125,2,6,4017,1.3,155,29.2
2021,FATA,South Waziristan,1,3,149,2322,4,12,8292,2.8,129,-2.3
2022,Pakistan (National),All,1739,5739,594000,9240000,14850,49500,33000000,14545.5,390,156.6
2022,Punjab,All (Province Level),494,1630,168644,2623356,4216,14054,9369128,4129.6,301,138.9
2022,Punjab,Lahore,19,63,6503,101164,163,542,361301,159.2,260,91.2
2022,Punjab,Multan,23,76,7899,122878,197,658,438851,193.4,238,87.4
2022,Punjab,Faisalabad,22,73,7630,118691,191,636,423895,186.8,341,152.6
2022,Punjab,Rawalpindi,17,56,5946,92493,149,495,330332,145.6,407,186.6
2022,Punjab,Gujranwala,28,92,9588,149148,240,799,532671,234.8,219,56.4
2022,Punjab,Sargodha,13,43,4442,69092,111,370,246756,108.8,226,71.2
2022,Punjab,Sialkot,13,43,4425,68839,111,369,245852,108.4,373,242.2
2022,Punjab,Jhang,31,102,10621,165217,266,885,590060,260.1,432,213.0
2022,Punjab,Muzaffargarh,13,43,4340,67512,109,362,241116,106.3,351,207.9
2022,Punjab,Rahim Yar Khan,27,89,9208,143241,230,767,511576,225.5,383,190.2
2022,Punjab,Bahawalnagar,23,76,7989,124271,200,666,443826,195.6,205,51.9
2022,Punjab,Bahawalpur,10,33,3455,53742,86,288,191937,84.6,195,47.7
2022,Punjab,D.G. Khan,13,43,4308,67012,108,359,239330,105.5,221,68.7
2022,Punjab,Rajanpur,22,73,7594,118133,190,633,421903,186.0,434,267.8
2022,Punjab,Mianwali,12,40,4237,65910,106,353,235394,103.8,307,149.6
2022,Punjab,Khushab,21,69,7335,114103,183,611,407511,179.6,424,278.6
2022,Punjab,Chakwal,14,46,4668,72613,117,389,259333,114.3,304,151.2
2022,Punjab,Jhelum,27,89,9309,144810,233,776,517178,228.0,439,218.1
2022,Punjab,Kasur,15,50,5248,81637,131,437,291560,128.5,369,238.5
2022,Punjab,Sheikhupura,16,53,5494,85461,137,458,305219,134.5,342,189.8
2022,Punjab,Gujrat,8,26,2579,40113,64,215,143261,63.1,395,176.2
2022,Punjab,Hafizabad,16,53,5578,86775,139,465,309910,136.6,346,143.7
2022,Punjab,Narowal,13,43,4527,70413,113,377,251476,110.8,276,142.1
2022,Punjab,Layyah,29,96,9763,151871,244,814,542395,239.1,289,153.5
2022,Punjab,Bhakkar,15,50,5088,79147,127,424,282667,124.6,302,155.9
2022,Sindh,All (Province Level),437,1442,149242,2321541,3731,12437,8291217,3654.5,334,127.2
2022,Sindh,Karachi,20,66,6927,107751,173,577,384826,169.6,388,165.8
2022,Sindh,Hyderabad,23,76,7954,123727,199,663,441882,194.8,357,124.5
2022,Sindh,Sukkur,32,106,10894,169462,272,908,605222,266.8,466,230.5
2022,Sindh,Larkana,30,99,10242,159327,256,854,569026,250.8,365,172.4
2022,Sindh,Khairpur,18,59,6298,97966,157,525,349877,154.2,226,61.4
2022,Sindh,Jacobabad,28,92,9719,151185,243,810,539945,238.0,251,49.4
2022,Sindh,Shikarpur,41,135,14039,218390,351,1170,779964,343.8,204,24.4
2022,Sindh,Kashmore,35,116,11961,186061,299,997,664502,292.9,373,131.7
2022,Sindh,Dadu,46,152,15791,245638,395,1316,877279,386.7,235,45.1
2022,Sindh,Jamshoro,14,46,4627,71983,116,386,257083,113.3,462,244.8
2022,Sindh,Thatta,20,66,6863,106758,172,572,381278,168.1,357,133.3
2022,Sindh,Badin,23,76,7740,120403,194,645,430011,189.5,398,153.5
2022,Sindh,Sanghar,17,56,5662,88073,142,472,314548,138.6,403,219.8
2022,Sindh,Mirpur Khas,21,69,7070,109978,177,589,392777,173.1,466,261.2
2022,Sindh,Tharparkar,18,59,6257,97332,156,521,347613,153.2,413,145.8
2022,Sindh,Umerkot,9,30,2991,46534,75,249,166193,73.3,448,234.3
2022,Sindh,Matiari,32,106,10964,170552,274,914,609113,268.5,272,85.0
2022,Sindh,Qambar,40,132,13828,215104,346,1152,768229,338.6,219,72.4
2022,KPK,All (Province Level),349,1152,119209,1854368,2980,9934,6622744,2919.1,298,67.4
2022,KPK,Peshawar,10,33,3280,51020,82,273,182213,80.3,185,-7.5
2022,KPK,Nowshera,22,73,7397,115062,185,616,410934,181.1,365,84.3
2022,KPK,Charsadda,13,43,4345,67590,109,362,241392,106.4,278,82.9
2022,KPK,Mardan,10,33,3540,55068,89,295,196670,86.7,330,78.4
2022,KPK,Swat,27,89,9112,141741,228,759,506219,223.1,324,87.3
2022,KPK,Malakand,31,102,10637,165471,266,886,590969,260.5,326,115.9
2022,KPK,Dir Upper,13,43,4414,68655,110,368,245197,108.1,275,58.0
2022,KPK,Dir Lower,19,63,6640,103285,166,553,368876,162.6,349,79.0
2022,KPK,Chitral,25,82,8478,131881,212,707,471004,207.6,352,118.6
2022,KPK,Mansehra,26,86,8929,138899,223,744,496067,218.7,447,145.6
2022,KPK,Abbottabad,12,40,4205,65417,105,350,233632,103.0,253,30.4
2022,KPK,Haripur,18,59,6054,94167,151,504,336309,148.2,342,89.0
2022,KPK,Swabi,21,69,7296,113495,182,608,405338,178.7,325,60.9
2022,KPK,Buner,33,109,11236,174782,281,936,624220,275.1,252,57.5
2022,KPK,Shangla,9,30,3024,47039,76,252,167995,74.0,439,133.5
2022,KPK,Kohistan,10,33,3388,52707,85,282,188238,83.0,422,105.9
2022,KPK,Battagram,15,50,5241,81525,131,437,291159,128.3,260,60.5
2022,KPK,Tor Ghar,21,69,7318,113834,183,610,406549,179.2,439,172.7
2022,Balochistan,All (Province Level),205,676,69921,1087660,1748,5827,3884501,1712.2,432,182.4
2022,Balochistan,Quetta,10,33,3372,52453,84,281,187331,82.6,276,107.5
2022,Balochistan,Khuzdar,9,30,3049,47425,76,254,169374,74.7,533,283.5
2022,Balochistan,Turbat,13,43,4353,67715,109,363,241838,106.6,646,273.4
2022,Balochistan,Gwadar,16,53,5519,85846,138,460,306593,135.1,408,204.5
2022,Balochistan,Lasbela,16,53,5483,85286,137,457,304594,134.3,555,290.8
2022,Balochistan,Mastung,7,23,2389,37167,60,199,132740,58.5,329,141.9
2022,Balochistan,Kalat,14,46,4902,76247,123,408,272311,120.0,298,105.5
2022,Balochistan,Sibi,15,50,5176,80517,129,431,287562,126.8,466,210.7
2022,Balochistan,Nasirabad,18,59,6227,96862,156,519,345937,152.5,422,193.1
2022,Balochistan,Jaffarabad,6,20,2171,33772,54,181,120613,53.2,455,169.2
2022,Balochistan,Bolan,22,73,7667,119261,192,639,425933,187.7,401,201.5
2022,Balochistan,Zhob,19,63,6570,102193,164,547,364976,160.9,393,182.7
2022,Balochistan,Loralai,17,56,5806,90315,145,484,322554,142.2,616,287.4
2022,Balochistan,Dera Bugti,12,40,4119,64079,103,343,228853,100.9,333,92.5
2022,Balochistan,Kohlu,18,59,6129,95340,153,511,340499,150.1,399,166.0
2022,Balochistan,Jhal Magsi,10,33,3448,53634,86,287,191549,84.4,419,157.1
2022,AJK,All (Province Level),102,337,34917,543148,873,2910,1939815,855.0,499,305.7
2022,AJK,Muzaffarabad,20,66,6695,104142,167,558,371934,163.9,732,547.8
2022,AJK,Mirpur,17,56,5909,91921,148,492,328290,144.7,450,305.4
2022,AJK,Rawlakot,11,36,3711,57725,93,309,206159,90.9,431,284.8
2022,AJK,Kotli,6,20,1901,29575,48,158,105626,46.6,635,442.7
2022,AJK,Bagh,13,43,4539,70599,113,378,252140,111.1,631,350.7
2022,AJK,Haveli,9,30,3113,48430,78,259,172965,76.2,619,433.6
2022,AJK,Neelum,20,66,6873,106907,172,573,381810,168.3,328,158.3
2022,AJK,Hattian,17,56,5674,88265,142,473,315233,138.9,430,280.5
2022,Gilgit-Baltistan,All (Province Level),59,195,20206,314308,505,1684,1122528,494.8,361,167.4
2022,Gilgit-Baltistan,Gilgit,4,13,1512,23527,38,126,84024,37.0,286,110.3
2022,Gilgit-Baltistan,Skardu,10,33,3303,51386,83,275,183520,80.9,519,281.6
2022,Gilgit-Baltistan,Ghanche,8,26,2870,44648,72,239,159456,70.3,250,103.3
2022,Gilgit-Baltistan,Ghizer,8,26,2696,41937,67,225,149776,66.0,402,202.3
2022,Gilgit-Baltistan,Hunza,5,16,1801,28012,45,150,100042,44.1,529,333.6
2022,Gilgit-Baltistan,Nagar,8,26,2654,41284,66,221,147444,65.0,495,289.8
2022,Gilgit-Baltistan,Astore,4,13,1217,18928,30,101,67601,29.8,437,216.7
2022,Gilgit-Baltistan,Diamer,7,23,2353,36604,59,196,130728,57.6,509,307.2
2022,FATA,All (Province Level),56,185,19021,295880,476,1585,1056716,465.8,283,55.5
2022,FATA,Khyber,6,20,2188,34042,55,182,121579,53.6,265,54.1
2022,FATA,Kurram,10,33,3516,54691,88,293,195324,86.1,387,130.4
2022,FATA,Orakzai,11,36,3595,55915,90,300,199698,88.0,417,120.6
2022,FATA,Mohmand,9,30,3213,49979,80,268,178498,78.7,283,64.5
2022,FATA,Bajaur,4,13,1352,21027,34,113,75097,33.1,254,52.1
2022,FATA,North Waziristan,8,26,2817,43824,70,235,156516,69.0,181,16.8
2022,FATA,South Waziristan,7,23,2268,35273,57,189,125976,55.5,258,35.8
2023,Pakistan (National),All,312,1030,50400,784000,1260,4200,2800000,1036.4,234,60.3
2023,Punjab,All (Province Level),84,277,13491,209856,337,1124,749485,277.4,314,118.1
2023,Punjab,Lahore,5,16,853,13271,21,71,47398,17.5,251,57.9
2023,Punjab,Multan,3,10,532,8276,13,44,29556,10.9,263,92.0
2023,Punjab,Faisalabad,3,10,515,8009,13,43,28603,10.6,460,235.8
2023,Punjab,Rawalpindi,3,10,544,8467,14,45,30241,11.2,446,187.7
2023,Punjab,Gujranwala,4,13,696,10831,17,58,38681,14.3,242,55.1
2023,Punjab,Sargodha,4,13,596,9272,15,50,33114,12.3,194,52.8
2023,Punjab,Sialkot,2,7,338,5252,8,28,18757,6.9,401,165.6
2023,Punjab,Jhang,2,7,383,5956,10,32,21273,7.9,232,56.8
2023,Punjab,Muzaffargarh,1,3,215,3339,5,18,11926,4.4,382,170.9
2023,Punjab,Rahim Yar Khan,3,10,456,7089,11,38,25318,9.4,409,147.9
2023,Punjab,Bahawalnagar,4,13,614,9552,15,51,34114,12.6,236,76.1
2023,Punjab,Bahawalpur,4,13,583,9069,15,49,32388,12.0,293,91.5
2023,Punjab,D.G. Khan,1,3,232,3606,6,19,12878,4.8,451,208.9
2023,Punjab,Rajanpur,4,13,680,10585,17,57,37805,14.0,400,159.7
2023,Punjab,Mianwali,4,13,658,10241,16,55,36574,13.5,265,89.3
2023,Punjab,Khushab,4,13,695,10809,17,58,38605,14.3,423,213.3
2023,Punjab,Chakwal,3,10,457,7106,11,38,25380,9.4,274,93.0
2023,Punjab,Jhelum,4,13,635,9884,16,53,35301,13.1,321,100.6
2023,Punjab,Kasur,4,13,667,10383,17,56,37082,13.7,345,115.6
2023,Punjab,Sheikhupura,4,13,587,9134,15,49,32623,12.1,415,196.4
2023,Punjab,Gujrat,3,10,404,6289,10,34,22461,8.3,289,95.3
2023,Punjab,Hafizabad,2,7,382,5939,10,32,21211,7.8,458,188.1
2023,Punjab,Narowal,4,13,567,8814,14,47,31480,11.7,409,200.7
2023,Punjab,Layyah,2,7,275,4280,7,23,15286,5.7,246,57.7
2023,Punjab,Bhakkar,2,7,255,3967,6,21,14169,5.2,255,91.7
2023,Sindh,All (Province Level),77,254,12437,193465,311,1036,690948,255.7,231,55.0
2023,Sindh,Karachi,2,7,389,6045,10,32,21590,8.0,237,59.1
2023,Sindh,Hyderabad,4,13,685,10650,17,57,38035,14.1,227,49.3
2023,Sindh,Sukkur,5,16,785,12207,20,65,43596,16.1,161,10.3
2023,Sindh,Larkana,4,13,666,10356,17,55,36984,13.7,264,79.6
2023,Sindh,Khairpur,8,26,1250,19445,31,104,69448,25.7,176,33.3
2023,Sindh,Jacobabad,7,23,1072,16677,27,89,59559,22.0,232,50.6
2023,Sindh,Shikarpur,5,16,818,12732,20,68,45472,16.8,272,76.6
2023,Sindh,Kashmore,5,16,792,12317,20,66,43989,16.3,189,48.8
2023,Sindh,Dadu,3,10,557,8671,14,46,30968,11.5,181,39.2
2023,Sindh,Jamshoro,5,16,807,12546,20,67,44807,16.6,321,119.9
2023,Sindh,Thatta,2,7,328,5107,8,27,18240,6.8,157,12.9
2023,Sindh,Badin,6,20,933,14506,23,78,51808,19.2,204,20.7
2023,Sindh,Sanghar,4,13,720,11193,18,60,39974,14.8,258,50.9
2023,Sindh,Mirpur Khas,3,10,432,6717,11,36,23991,8.9,174,12.3
2023,Sindh,Tharparkar,2,7,390,6071,10,33,21681,8.0,335,112.0
2023,Sindh,Umerkot,3,10,437,6792,11,36,24257,9.0,190,11.8
2023,Sindh,Matiari,4,13,687,10682,17,57,38150,14.1,178,30.9
2023,Sindh,Qambar,2,7,395,6150,10,33,21966,8.1,294,114.6
2023,KPK,All (Province Level),72,238,11563,179871,289,964,642398,237.8,296,131.2
2023,KPK,Peshawar,7,23,1098,17079,27,91,60998,22.6,370,219.0
2023,KPK,Nowshera,5,16,760,11829,19,63,42248,15.6,199,48.5
2023,KPK,Charsadda,7,23,1062,16514,27,88,58980,21.8,372,217.9
2023,KPK,Mardan,2,7,385,5987,10,32,21382,7.9,331,173.6
2023,KPK,Swat,2,7,326,5076,8,27,18130,6.7,192,31.5
2023,KPK,Malakand,5,16,811,12611,20,68,45041,16.7,228,74.0
2023,KPK,Dir Upper,7,23,1119,17403,28,93,62154,23.0,286,118.3
2023,KPK,Dir Lower,2,7,301,4687,8,25,16739,6.2,252,111.8
2023,KPK,Chitral,6,20,890,13847,22,74,49454,18.3,244,105.0
2023,KPK,Mansehra,7,23,1111,17280,28,93,61716,22.8,332,130.6
2023,KPK,Abbottabad,6,20,927,14416,23,77,51485,19.1,390,242.1
2023,KPK,Haripur,3,10,474,7371,12,39,26324,9.7,180,48.8
2023,KPK,Swabi,3,10,484,7531,12,40,26898,10.0,351,210.6
2023,KPK,Buner,4,13,611,9498,15,51,33920,12.6,242,89.1
2023,KPK,Shangla,3,10,452,7024,11,38,25084,9.3,361,145.6
2023,KPK,Kohistan,5,16,837,13015,21,70,46482,17.2,374,228.1
2023,KPK,Battagram,3,10,463,7207,12,39,25739,9.5,364,188.9
2023,KPK,Tor Ghar,6,20,899,13977,22,75,49918,18.5,203,69.2
2023,Balochistan,All (Province Level),38,125,6092,94765,152,508,338448,125.3,231,71.1
2023,Balochistan,Quetta,3,10,513,7986,13,43,28523,10.6,305,144.0
2023,Balochistan,Khuzdar,2,7,335,5205,8,28,18589,6.9,322,145.8
2023,Balochistan,Turbat,4,13,567,8822,14,47,31506,11.7,240,79.1
2023,Balochistan,Gwadar,4,13,595,9261,15,50,33076,12.2,141,14.6
2023,Balochistan,Lasbela,2,7,380,5905,9,32,21091,7.8,254,77.6
2023,Balochistan,Mastung,1,3,202,3147,5,17,11238,4.2,308,120.0
2023,Balochistan,Kalat,2,7,391,6078,10,33,21708,8.0,317,155.6
2023,Balochistan,Sibi,3,10,520,8091,13,43,28896,10.7,294,100.0
2023,Balochistan,Nasirabad,1,3,187,2905,5,16,10375,3.8,190,57.0
2023,Balochistan,Jaffarabad,2,7,245,3806,6,20,13593,5.0,262,103.1
2023,Balochistan,Bolan,2,7,344,5356,9,29,19128,7.1,280,91.8
2023,Balochistan,Zhob,1,3,224,3488,6,19,12456,4.6,182,46.8
2023,Balochistan,Loralai,3,10,487,7577,12,41,27062,10.0,346,138.6
2023,Balochistan,Dera Bugti,2,7,344,5347,9,29,19098,7.1,222,57.4
2023,Balochistan,Kohlu,2,7,394,6121,10,33,21862,8.1,299,107.6
2023,Balochistan,Jhal Magsi,2,7,320,4971,8,27,17755,6.6,252,72.6
2023,AJK,All (Province Level),19,63,3114,48447,78,260,173024,64.0,218,86.3
2023,AJK,Muzaffarabad,2,7,257,4000,6,21,14286,5.3,319,182.3
